key,name,subject_type,title,edition_count,subject,authors
/subjects/picture_books,picture books,subject,Fergus's upside-down day,2,"Fiction,Domestic animals,Farm life,Dogs,Picture books,Easy reading material,Juvenile fiction,Accessible book,Protected DAISY",Tony Maddox
/subjects/picture_books,picture books,subject,Amos and the moon,2,Picture books,Jan B. Balet
/subjects/picture_books,picture books,subject,Mouse Cookies & More,2,"Moose,Picture books,Juvenile fiction,Fiction,Pigs,Mice,Cooking, fiction,Mice, fiction,Children's fiction,Accessible book,Protected DAISY",Laura Numeroff
/subjects/picture_books,picture books,subject,The hoppameleon,2,"Resemblance (Philosophy),Animals,Frogs,Juvenile fiction,Fiction,Identity (Philosophical concept),Friendship,Identity,Children's fiction,Frogs, fiction,Picture books,Accessible book,Protected DAISY",Paul Geraghty
/subjects/picture_books,picture books,subject,Zoom,2,"Children's fiction,Perception, fiction,Picture books",Istvan Banyai
/subjects/picture_books,picture books,subject,Animals on Board,2,"Children's fiction,Animals, fiction,Picture books",Stuart J. Murphy
/subjects/picture_books,picture books,subject,Mary Margaret's tree,2,"Juvenile fiction,Nature,Trees,Fiction,Nature stories,Picture books,Accessible book,Protected DAISY",Blair Drawson
/subjects/picture_books,picture books,subject,This Room Is Mine,2,"Fiction,Picture books,Brothers and sisters,Accessible book,Protected DAISY",Betty Ren Wright
/subjects/picture_books,picture books,subject,Born yesterday,2,"Humorous stories,Diaries,Fiction,Babies,Infants,Juvenile fiction,Picture books,Accessible book,Protected DAISY",James Solheim
/subjects/picture_books,picture books,subject,The Animal Kingdom,2,"Juvenile literature,Habitat (Ecology),Animals,Picture books,Picture books for children",Jenny Wood
/subjects/picture_books,picture books,subject,Henry hikes to Fitchburg,2,"Juvenile fiction,Fiction,Bears,Nature,Walking,Picture books,Seasons and nature,Nature stories,Children's fiction,Natural history, fiction,Bears, fiction",D. B. Johnson
/subjects/picture_books,picture books,subject,The First Easter,2,"Juvenile literature,non-fiction,picture books,Easter,Christian,holidays,Crucifixion,religious,religion,faith,Good Friday,Children: Grades 1-2,Jesus christ, biography,Jesus christ, passion,Jesus christ, resurrection,Easter, juvenile literature,Biography,Passion,Resurrection,Jesus christ,Jesus christ, juvenile literature,Accessible book,Protected DAISY",Carol Heyer
/subjects/picture_books,picture books,subject,Abc-- ein Sechsundzwanzigbuchstabenbuch,2,"Alphabet,Alphabet books,Artists' books,German language materials,Pictorial works,Picture books,Picture books for children,Polyglot Picture dictionaries",Barbara Baumann
/subjects/picture_books,picture books,subject,My Pretty Ballerina,2,"Juvenile fiction,Ballet dance,Picture books,Accessible book,Protected DAISY",Karen Backstein
/subjects/picture_books,picture books,subject,Little Miss Chatterbox,2,"Juvenile fiction,Children's stories, English,Picture books,Listening,Occupations,Children's fiction,Behavior, fiction,Occupations, fiction,Humorous stories,Accessible book,Protected DAISY",Roger Hargreaves
/subjects/picture_books,picture books,subject,Walt Disney's Peter Pan,2,"Children's stories,Fantasy,Peter Pan (Fictitious character),Fiction,Picture books,Accessible book,Protected DAISY",Eugene Bradley Coco
/subjects/picture_books,picture books,subject,A country wedding,2,"Weddings,Fiction,Animals,Picture books,Accessible book,Protected DAISY",Victor G. Ambrus
/subjects/picture_books,picture books,subject,Where is Percy's dinner?,2,"Children's stories, English,Picture books for children,Picture books,Fiction","Anna Nilsén, A. Bassil, D. Mansell"
/subjects/picture_books,picture books,subject,The numbers,2,"Counting,Fiction,Mice,Stories without words,Picture books,Numeration, juvenile literature,Number concept","Monique Félix, Monique Felix"
/subjects/picture_books,picture books,subject,The plane,2,"Mice,Airplanes,Stories without words,Fiction,Picture books,Children: Preschool,Children's Books/Baby-Preschool,Transportation - Airplanes,Animals - Mice  Hamsters  Guinea Pigs  etc.,Transportation - Aviation,Children's Books / Fiction,Children's fiction,Mice, fiction","Monique Félix, Monique Felix"
/subjects/picture_books,picture books,subject,The boat,2,"Boats and boating,Mice,Stories without words,Fiction,Picture books,Children: Grades 1-2,Children's Books/Baby-Preschool,Transportation - Boats/Underwater,Animals - Mice  Hamsters  Guinea Pigs  etc.,Transportation - Boats, Ships, & Underwater Craft,Children's Books / Fiction,Juvenile Fiction / General,Children's fiction,Mice, fiction","Monique Félix, Monique Felix"
/subjects/picture_books,picture books,subject,Count Milkula,2,"Children's fiction,Family life, fiction,Jealousy, fiction,Picture books","Woodrow Phoenix, Robin Price"
/subjects/picture_books,picture books,subject,Mr Chicken Lands on London,2,"Child and youth fiction,Children's fiction,London (england), fiction,Picture books",Leigh Hobbs
/subjects/picture_books,picture books,subject,Down by the Station (Die Cut Reading),2,"Nursery rhymes,Children's poetry,Picture books",Annie Kubler
/subjects/picture_books,picture books,subject,Little Miss Birthday,2,"Children's stories,English,Little Miss Series,Mr Men Series,Picture Book,Humorous fiction,Humorous stories,Fiction,Picture books,JUVENILE FICTION / Humorous Stories,Juvenile fiction,Birthdays,JUVENILE FICTION / Social Themes / Manners & Etiquette,Friendship,Pictorial works,Children's fiction,Birthdays, fiction,Accessible book,Protected DAISY",Roger Hargreaves
/subjects/picture_books,picture books,subject,Hungry Hyena,2,"Wildlife,Animals,Picture books,Juvenile fiction,Jungle animals,Fiction,Tricks,African fish eagle,Hyenas,Greed,Accessible book,Protected DAISY",Mwenye Hadithi.
/subjects/picture_books,picture books,subject,Lucy's day trip,2,"Fiction,Cousins,Interracial marriage,Beaches,Blacks,Picture books for children,Picture books,Juvenile fiction,Pictorial works,Accessible book,Protected DAISY",Jennifer Northway
/subjects/picture_books,picture books,subject,"It rains, it shines",2,"Rain and rainfall,Picture books,Juvenile fiction,Fiction","Smith, William J."
/subjects/picture_books,picture books,subject,Let's go camping with Mr. Sillypants,2,"Humorous stories,Dreams,Camping,Fiction,Picture books,Bears,Naptime,Misadventures,Forests,Sports,Sleep,Humorous fiction,Friendship,Lunches,Accessible book,Protected DAISY",M. K. Brown
/subjects/picture_books,picture books,subject,Babar the magician,2,"Elephants,Magic tricks,Fiction,Babar (Fictitious character),Picture books,Juvenile fiction,Pictorial works,Children's fiction,Magic, fiction,Elephants, fiction,Accessible book,Protected DAISY",Laurent de Brunhoff
/subjects/picture_books,picture books,subject,The King of Quizzical Island,2,"Fiction,Voyages and travels,Kings, queens, rulers,Questions and answers,Explorers,Picture books,Children's stories,Stories in rhyme,Accessible book,Protected DAISY",Gordon Snell
/subjects/picture_books,picture books,subject,All about Winter Weather,2,"Weather,Weather, juvenile literature,Winter,Winter, juvenile literature,Cold,Cold, juvenile literature,Picture books","Martha E. H. Rustad, Kathryn Clay"
/subjects/picture_books,picture books,subject,Mr. Men Little Miss,2,"Children's fiction,Picture books,Halloween, fiction","Adam Hargreaves, Roger Hargreaves"
/subjects/picture_books,picture books,subject,Millie and the Mermaid,2,"Mermaids,Pictorial works,Juvenile fiction,Swimming,Fiction,Picture books,Accessible book,Protected DAISY",Penny Ives
/subjects/picture_books,picture books,subject,Fairy House,2,"Children's fiction,Picture books",Sally Barton
/subjects/picture_books,picture books,subject,Sniff,2,"Children's fiction,Picture books",Lynne Hudson
/subjects/picture_books,picture books,subject,Snow Kisses,2,"Children's fiction,Picture books,Toy and movable books","Simon and Schuster Children's Staff, Judi Abbot"
/subjects/picture_books,picture books,subject,The Blue Door (First Flight Books Level One),2,"Fear, fiction,Picture books,Children's fiction,Sleepovers, fiction,Friendship,Fiction,Mistaken identity",David McPhail
/subjects/picture_books,picture books,subject,What If Book,2,"Children's fiction,Fantasy fiction,Picture books","Teresa ""T"" Sammarco, Carol Curley"
/subjects/picture_books,picture books,subject,Moi and Marie Antoinette,2,"Juvenile fiction,Childhood and youth,Pets,Kings, queens, rulers,Fiction,Dogs,Picture books,Accessible book,Protected DAISY",Lynn Cullen
/subjects/picture_books,picture books,subject,P.J. Funnybunny Camps Out,2,"Fiction,Sex role,Animals,Camping,Picture books,Juvenile fiction,Children's fiction,Camping, fiction,Sex role, fiction,Animals, fiction,Accessible book,Protected DAISY",Marilyn Sadler
/subjects/picture_books,picture books,subject,Up and down with Percy,2,"Fiction,Picture books","Reverend W. Awdry, Christopher Awdry, Tony Wells"
/subjects/picture_books,picture books,subject,Thomas's book of colours,2,"Color,Colours,Fiction,Picture books","Reverend W. Awdry, Christopher Awdry, Tony Wells"
/subjects/picture_books,picture books,subject,If I had a lion,2,"Lions,Picture books,Fiction,Lion",Liesel Moak Skorpen
/subjects/picture_books,picture books,subject,Dinosaur!,2,"Stories without words,Dinosaurs,Juvenile fiction,Board books,Fiction,Imagination,Baths,Picture books,Accessible book,Protected DAISY",Peter Sís
/subjects/picture_books,picture books,subject,Mystery on the Docks 25th Anniversary Edition (Reading Rainbow Book),2,"Children: Grades 2-3,Picture books for children,Picture books,Mystery and detective stories,Accessible book,Protected DAISY",Thacher Hurd
/subjects/picture_books,picture books,subject,Tout mon coeur,2,"Fiction,Love,Bears,Polar bear,Mother and child,Animals,Mothers and sons,Love stories,Romance fiction,Picture books,Juvenile fiction,Children's fiction,Parent and child, fiction,Bears, fiction,Animals, fiction,Love, fiction,Accessible book,Protected DAISY",Noris Kern
/subjects/picture_books,picture books,subject,Swapsies,2,"Children's fiction,Picture books",Fiona Roberton
/subjects/picture_books,picture books,subject,Une mauvaise journée pour Benjamin,2,"Franklin (Fictitious character : Bourgeois),Juvenile fiction,Frustration,Loneliness,Friendship,Picture books for children,Benjamin (Personnage fictif : Bourgeois),Romans, nouvelles, etc. pour la jeunesse,Solitude,Amitié,Livres d'images pour enfants,Mauvaise humeur,Fiction,Ennui,Children's fiction,Franklin (fictitious character : bourgeois), fiction,Loneliness, fiction,Friendship, fiction,Picture books,Accessible book,Protected DAISY",Paulette Bourgeois
/subjects/picture_books,picture books,subject,Meet the monsters,2,"Juvenile fiction,Monsters,Hotels,Picture books,Fiction,Count Dracula (Fictitious character),Accessible book,Protected DAISY",Daphne Pendergrass
/subjects/picture_books,picture books,subject,Big bouncy bed,2,"Ben (Fictitious character : Jarman),Pictorial works,Juvenile fiction,Bella (Fictitious character : Jarman),Children's fiction,Picture books,Stories in rhyme,Accessible book,Protected DAISY",Julia Jarman
/subjects/picture_books,picture books,subject,Wonders of the World,2,"Curiosities and wonders,Curiosities and wonders, juvenile literature,Historic sites,Historic sites, juvenile literature,Natural history,Natural history, juvenile literature,Picture books","Paul Calver, Toby Reynolds"
/subjects/picture_books,picture books,subject,Perfect Guest,2,"Children's fiction,Picture books",Paula Metcalf
/subjects/picture_books,picture books,subject,"Roo, the Roaring Dinosaur",2,"Children's fiction,Picture books","David Bedford, Mandy Stanley"
/subjects/picture_books,picture books,subject,Lily Loves,2,"Children's fiction,Short stories,Picture books,Self-esteem, fiction","Kai Lüftner, Judith Drews"
/subjects/picture_books,picture books,subject,Little Green Tow Truck,2,"Picture books for children,Picture books,Toy and movable books,Trucks, juvenile literature,Trucks",Ken Wilson-Max
/subjects/picture_books,picture books,subject,Big Red Fire Engine,2,"Fire engines, fiction,Picture books,Children's fiction,Toy and movable books",Ken Wilson-Max
/subjects/picture_books,picture books,subject,Big Red Fire Engine,2,"Fire engines, fiction,Toy and movable books,Picture books,Children's fiction",Ken Wilson-Max
/subjects/picture_books,picture books,subject,Molly Mischief Saves the World,2,"Children's fiction,Picture books",Adam Hargreaves
/subjects/picture_books,picture books,subject,Fergus Barnaby Goes on Holiday,2,"Children's fiction,Picture books",David Barrow
/subjects/picture_books,picture books,subject,Rainbow Fish and the Sea Monsters' Cave,2,"Children's fiction,Monsters, fiction,Picture books",Marcus Pfister
/subjects/picture_books,picture books,subject,A for angel,2,"Alphabet,Picture books",Beni Montresor
/subjects/picture_books,picture books,subject,"Goodnight, Anne",2,"Children's fiction,Picture books,Shirley, anne (fictitious character), fiction","Kallie George, Geneviève Godbout"
/subjects/picture_books,picture books,subject,Lots of Bots,2,"Robots,Juvenile fiction,Picture books,Fiction,Accessible book,Protected DAISY",Kiki Thorpe
/subjects/picture_books,picture books,subject,Baby bedtime,2,"Bedtime,Pictorial works,Juvenile fiction,Animals,Children's stories,Stories in rhyme,Fiction,Babies,Elephants,Lullabies,Children's fiction,Bedtime, fiction,Animals, fiction,Picture books,Accessible book,Protected DAISY",Mem Fox
/subjects/picture_books,picture books,subject,Rigby Literacy,2,"Cities and towns,Miscellanea,Juvenile literature,Readers (Primary),Fiction,Juvenile fiction,Picture books,Accessible book,Protected DAISY",RIGBY
/subjects/picture_books,picture books,subject,Campout Challenge,2,"Children's fiction,Chipmunks, fiction,Camping, fiction,Picture books",Lauren Forte
/subjects/picture_books,picture books,subject,Daddy Lion's Tea Party,2,"Children's fiction,Humorous stories,Picture books","Mark Sperring, Sarah Warburton"
